"id","value","length","source"
"4216","beberapa","8","sains-001"
"4217","spesies","7","sains-001"
"4218","manusia","7","sains-001"
"4219","purba","5","sains-001"
"4220","yang","4","sains-001"
"4221","menjadi","7","sains-001"
"4222","leluhur","7","sains-001"
"4223","manusia","7","sains-001"
"4224","modern","6","sains-001"
"4225","homo","4","sains-001"
"4226","sapiens","7","sains-001"
"4227","kini","4","sains-001"
"4228","pertanyaannya","13","sains-001"
"4229","warna","5","sains-001"
"4230","mata","4","sains-001"
"4231","rambut","6","sains-001"
"4232","mereka","6","sains-001"
"4233","apakah","6","sains-001"
"4234","biru","4","sains-001"
"4235","pirang","6","sains-001"
"4236","atau","4","sains-001"
"4237","coklat","6","sains-001"
"4238","hitam","5","sains-001"
"4239","riset","5","sains-001"
"4240","yang","4","sains-001"
"4241","dipublikasikan","14","sains-001"
"4242","jurnal","6","sains-001"
"4243","investigative","13","sains-001"
"4244","genetics","8","sains-001"
"4245","menguraikan","11","sains-001"
"4246","penggunaan","10","sains-001"
"4247","genetika","8","sains-001"
"4248","forensik","8","sains-001"
"4249","untuk","5","sains-001"
"4250","mengetahui","10","sains-001"
"4251","karakteristik","13","sains-001"
"4252","mata","4","sains-001"
"4253","rambut","6","sains-001"
"4254","dengan","6","sains-001"
"4255","sampel","6","sains-001"
"4256","gigi","4","sains-001"
"4257","teknik","6","sains-001"
"4258","analisis","8","sains-001"
"4259","yang","4","sains-001"
"4260","digunakan","9","sains-001"
"4261","disebut","7","sains-001"
"4262","hlrisplex","9","sains-001"
"4263","menggunakan","11","sains-001"
"4264","variasi","7","sains-001"
"4265","untuk","5","sains-001"
"4266","menebak","7","sains-001"
"4267","warna","5","sains-001"
"4268","mata","4","sains-001"
"4269","rambut","6","sains-001"
"4270","dalam","5","sains-001"
"4271","penelitian","10","sains-001"
"4272","wojciech","8","sains-001"
"4273","branicki","8","sains-001"
"4274","dari","4","sains-001"
"4275","institute","9","sains-001"
"4276","forensic","8","sains-001"
"4277","research","8","sains-001"
"4278","jagielonian","11","sains-001"
"4279","university","10","sains-001"
"4280","krakow","6","sains-001"
"4281","polandia","8","sains-001"
"4282","berhasil","8","sains-001"
"4283","menguraikan","11","sains-001"
"4284","karakteristik","13","sains-001"
"4285","rambut","6","sains-001"
"4286","mata","4","sains-001"
"4287","jenderal","8","sains-001"
"4288","wladyslaw","9","sains-001"
"4289","sikorski","8","sains-001"
"4290","pemimpin","8","sains-001"
"4291","militer","7","sains-001"
"4292","polandia","8","sains-001"
"4293","masa","4","sains-001"
"4294","perang","6","sains-001"
"4295","dunia","5","sains-001"
"4296","hlrisplex","9","sains-001"
"4297","mengonfirmasi","13","sains-001"
"4298","bahwa","5","sains-001"
"4299","jenderal","8","sains-001"
"4300","wladyslaw","9","sains-001"
"4301","sikorski","8","sains-001"
"4302","yang","4","sains-001"
"4303","mati","4","sains-001"
"4304","dalam","5","sains-001"
"4305","kecelakaan","10","sains-001"
"4306","pesawat","7","sains-001"
"4307","tahun","5","sains-001"
"4308","memiliki","8","sains-001"
"4309","mata","4","sains-001"
"4310","biru","4","sains-001"
"4311","rambut","6","sains-001"
"4312","pirang","6","sains-001"
"4313","seperti","7","sains-001"
"4314","yang","4","sains-001"
"4315","digambarkan","11","sains-001"
"4316","dalam","5","sains-001"
"4317","foto","4","sains-001"
"4318","beberapa","8","sains-001"
"4319","tahun","5","sains-001"
"4320","setelah","7","sains-001"
"4321","kematiannya","11","sains-001"
"4322","kata","4","sains-001"
"4323","branicki","8","sains-001"
"4324","seperti","7","sains-001"
"4325","dikutip","7","sains-001"
"4326","science","7","sains-001"
"4327","daily","5","sains-001"
"4328","jumat","5","sains-001"
"4329","dengan","6","sains-001"
"4330","teknik","6","sains-001"
"4331","hlrisplex","9","sains-001"
"4332","ilmuwan","7","sains-001"
"4333","juga","4","sains-001"
"4334","berhasil","8","sains-001"
"4335","mengidentifikasi","16","sains-001"
"4336","warna","5","sains-001"
"4337","rambut","6","sains-001"
"4338","mata","4","sains-001"
"4339","seorang","7","sains-001"
"4340","perempuan","9","sains-001"
"4341","yang","4","sains-001"
"4342","dikubur","7","sains-001"
"4343","ruang","5","sains-001"
"4344","bawah","5","sains-001"
"4345","tanah","5","sains-001"
"4346","benedictine","11","sains-001"
"4347","abbey","5","sains-001"
"4348","tyniec","6","sains-001"
"4349","dekat","5","sains-001"
"4350","krakow","6","sains-001"
"4351","antara","6","sains-001"
"4352","abad","4","sains-001"
"4353","perempuan","9","sains-001"
"4354","diketahui","9","sains-001"
"4355","memiliki","8","sains-001"
"4356","mata","4","sains-001"
"4357","coklat","6","sains-001"
"4358","rambut","6","sains-001"
"4359","coklat","6","sains-001"
"4360","gelap","5","sains-001"
"4361","dengan","6","sains-001"
"4362","adanya","6","sains-001"
"4363","teknik","6","sains-001"
"4364","hlrisplex","9","sains-001"
"4365","manusia","7","sains-001"
"4366","masa","4","sains-001"
"4367","kini","4","sains-001"
"4368","punya","5","sains-001"
"4369","kesempatan","10","sains-001"
"4370","untuk","5","sains-001"
"4371","menguak","7","sains-001"
"4372","warna","5","sains-001"
"4373","rambut","6","sains-001"
"4374","mata","4","sains-001"
"4375","leluhurnya","10","sains-001"
"4376","bukan","5","sains-001"
"4377","tidak","5","sains-001"
"4378","mungkin","7","sains-001"
"4379","homo","4","sains-001"
"4380","erectus","7","sains-001"
"4381","leluhur","7","sains-001"
"4382","manusia","7","sains-001"
"4383","memiliki","8","sains-001"
"4384","warna","5","sains-001"
"4385","rambut","6","sains-001"
"4386","seperti","7","sains-001"
"4387","orang","5","sains-001"
"4388","indonesia","9","sains-001"
"4389","panas","5","sains-002"
"4390","berpotensi","10","sains-002"
"4391","munculkan","9","sains-002"
"4392","badaibadan","10","sains-002"
"4393","meteorologi","11","sains-002"
"4394","klimatologi","11","sains-002"
"4395","geofisika","9","sains-002"
"4396","minggu","6","sains-002"
"4397","menginformasikan","16","sains-002"
"4398","suhu","4","sains-002"
"4399","muka","4","sains-002"
"4400","laut","4","sains-002"
"4401","menghangat","10","sains-002"
"4402","laut","4","sains-002"
"4403","arafura","7","sains-002"
"4404","samudra","7","sains-002"
"4405","pasifik","7","sains-002"
"4406","sebelah","7","sains-002"
"4407","timur","5","sains-002"
"4408","filipina","8","sains-002"
"4409","ini","3","sains-002"
"4410","memicu","6","sains-002"
"4411","kembali","7","sains-002"
"4412","siklon","6","sains-002"
"4413","tropis","6","sains-002"
"4414","yang","4","sains-002"
"4415","menimbulkan","11","sains-002"
"4416","gangguan","8","sains-002"
"4417","cuaca","5","sains-002"
"4418","indonesia","9","sains-002"
"4419","pumpunan","8","sains-002"
"4420","angin","5","sains-002"
"4421","terjadi","7","sains-002"
"4422","memanjang","9","sains-002"
"4423","dari","4","sains-002"
"4424","sumatera","8","sains-002"
"4425","bagian","6","sains-002"
"4426","selatan","7","sains-002"
"4427","hingga","6","sains-002"
"4428","laut","4","sains-002"
"4429","banda","5","sains-002"
"4430","menyebabkan","11","sains-002"
"4431","peningkatan","11","sains-002"
"4432","aktivitas","9","sains-002"
"4433","pertumbuhan","11","sains-002"
"4434","awan","4","sains-002"
"4435","hujan","5","sains-002"
"4436","pada","4","sains-002"
"4437","pekan","5","sains-002"
"4438","di","2","sains-002"
"4439","wilayah","7","sains-002"
"4440","sumatera","8","sains-002"
"4441","bagian","6","sains-002"
"4442","tengah","6","sains-002"
"4443","selatan","7","sains-002"
"4444","wilayah","7","sains-002"
"4445","jawa","4","sains-002"
"4446","serta","5","sains-002"
"4447","kalimantan","10","sains-002"
"4448","bagian","6","sains-002"
"4449","utara","5","sains-002"
"4450","barat","5","sains-002"
"4451","selatan","7","sains-002"
"4452","bali","4","sains-002"
"4453","nusa","4","sains-002"
"4454","tenggara","8","sains-002"
"4455","sulawesi","8","sains-002"
"4456","bagian","6","sains-002"
"4457","selatan","7","sains-002"
"4458","tengah","6","sains-002"
"4459","maluku","6","sains-002"
"4460","maluku","6","sains-002"
"4461","tenggara","8","sains-002"
"4462","serta","5","sains-002"
"4463","papua","5","sains-002"
"4464","juga","4","sains-002"
"4465","berpotensi","10","sains-002"
"4466","mengalami","9","sains-002"
"4467","gangguan","8","sains-002"
"4468","cuaca","5","sains-002"
"4469","berupa","6","sains-002"
"4470","hujan","5","sains-002"
"4471","lebat","5","sains-002"
"4472","angin","5","sains-002"
"4473","kencang","7","sains-002"
"4474","terpicunya","10","sains-002"
"4475","potensi","7","sains-002"
"4476","badai","5","sains-002"
"4477","utara","5","sains-002"
"4478","khatulistiwa","12","sains-002"
"4479","yakni","5","sains-002"
"4480","perairan","8","sains-002"
"4481","timur","5","sains-002"
"4482","filipina","8","sains-002"
"4483","kini","4","sains-002"
"4484","dipengaruhi","11","sains-002"
"4485","kuatnya","7","sains-002"
"4486","angin","5","sains-002"
"4487","pasat","5","sains-002"
"4488","dari","4","sains-002"
"4489","tenggara","8","sains-002"
"4490","atau","4","sains-002"
"4491","perairan","8","sains-002"
"4492","pasifik","7","sains-002"
"4493","timur","5","sains-002"
"4494","australia","9","sains-002"
"4495","kata","4","sains-002"
"4496","zadrach","7","sains-002"
"4497","leudofij","8","sains-002"
"4498","dupe","4","sains-002"
"4499","dari","4","sains-002"
"4500","departemen","10","sains-002"
"4501","meteorologi","11","sains-002"
"4502","institut","8","sains-002"
"4503","teknologi","9","sains-002"
"4504","bandung","7","sains-002"
"4505","zadrach","7","sains-002"
"4506","mengatakan","10","sains-002"
"4507","kuatnya","7","sains-002"
"4508","angin","5","sains-002"
"4509","pasat","5","sains-002"
"4510","dari","4","sains-002"
"4511","tenggara","8","sains-002"
"4512","membawa","7","sains-002"
"4513","suhu","4","sains-002"
"4514","hangat","6","sains-002"
"4515","saat","4","sains-002"
"4516","suhu","4","sains-002"
"4517","perairan","8","sains-002"
"4518","samudra","7","sains-002"
"4519","pasifik","7","sains-002"
"4520","sebelah","7","sains-002"
"4521","timur","5","sains-002"
"4522","australia","9","sains-002"
"4523","meningkat","9","sains-002"
"4524","karena","6","sains-002"
"4525","pengaruh","8","sains-002"
"4526","posisi","6","sains-002"
"4527","matahari","8","sains-002"
"4528","selatan","7","sains-002"
"4529","khatulistiwa","12","sains-002"
"4530","dampaknya","9","sains-002"
"4531","negara","6","sains-002"
"4532","bagian","6","sains-002"
"4533","tasmania","8","sains-002"
"4534","australia","9","sains-002"
"4535","tercatat","8","sains-002"
"4536","rekor","5","sains-002"
"4537","suhu","4","sains-002"
"4538","tertinggi","9","sains-002"
"4539","mencapai","8","sains-002"
"4540","derajat","7","sains-002"
"4541","celsius","7","sains-002"
"4542","sejak","5","sains-002"
"4543","pencatatan","10","sains-002"
"4544","dilakukan","9","sains-002"
"4545","pada","4","sains-002"
"4546","an","2","sains-002"
"4547","badan","5","sains-002"
"4548","meteorologi","11","sains-002"
"4549","klimatologi","11","sains-002"
"4550","geofisika","9","sains-002"
"4551","bmkg","4","sains-002"
"4552","terus","5","sains-002"
"4553","memantau","8","sains-002"
"4554","perkembangan","12","sains-002"
"4555","kondisi","7","sains-002"
"4556","tekanan","7","sains-002"
"4557","rendah","6","sains-002"
"4558","perairan","8","sains-002"
"4559","arafura","7","sains-002"
"4560","timur","5","sains-002"
"4561","filipina","8","sains-002"
"4562","menurut","7","sains-002"
"4563","kepala","6","sains-002"
"4564","pusat","5","sains-002"
"4565","meteorologi","11","sains-002"
"4566","bmkg","4","sains-002"
"4567","mulyono","7","sains-002"
"4568","prabowo","7","sains-002"
"4569","peluang","7","sains-002"
"4570","terjadinya","10","sains-002"
"4571","siklon","6","sains-002"
"4572","tropis","6","sains-002"
"4573","pada","4","sains-002"
"4574","januari","7","sains-002"
"4575","masih","5","sains-002"
"4576","satu","4","sains-002"
"4577","kali","4","sains-002"
"4578","sementara","9","sains-002"
"4579","siklon","6","sains-002"
"4580","tropis","6","sains-002"
"4581","narelle","7","sains-002"
"4582","masih","5","sains-002"
"4583","berlangsung","11","sains-002"
"4584","samudra","7","sains-002"
"4585","hindia","6","sains-002"
"4586","kilometer","9","sains-002"
"4587","barat","5","sains-002"
"4588","daya","4","sains-002"
"4589","denpasar","8","sains-002"
"4590","bali","4","sains-002"
"4591","dalam","5","sains-002"
"4592","ke","2","sains-002"
"4593","depan","5","sains-002"
"4594","diperkirakan","12","sains-002"
"4595","siklon","6","sains-002"
"4596","terus","5","sains-002"
"4597","melemah","7","sains-002"
"4598","akan","4","sains-002"
"4599","meluruh","7","sains-002"
"4600","ketika","6","sains-002"
"4601","memasuki","8","sains-002"
"4602","daratan","7","sains-002"
"4603","australia","9","sains-002"
"4604","barat","5","sains-002"
"4605","menurut","7","sains-002"
"4606","bmkg","4","sains-002"
"4607","siklon","6","sains-002"
"4608","narelle","7","sains-002"
"4609","masih","5","sains-002"
"4610","berdampak","9","sains-002"
"4611","pada","4","sains-002"
"4612","tingginya","9","sains-002"
"4613","gelombang","9","sains-002"
"4614","laut","4","sains-002"
"4615","gelombang","9","sains-002"
"4616","setinggi","8","sains-002"
"4617","meter","5","sains-002"
"4618","berpeluang","10","sains-002"
"4619","terjadi","7","sains-002"
"4620","perairan","8","sains-002"
"4621","barat","5","sains-002"
"4622","lampung","7","sains-002"
"4623","selat","5","sains-002"
"4624","sunda","5","sains-002"
"4625","bagian","6","sains-002"
"4626","selatan","7","sains-002"
"4627","perairan","8","sains-002"
"4628","selatan","7","sains-002"
"4629","jawa","4","sains-002"
"4630","sampai","6","sains-002"
"4631","nusa","4","sains-002"
"4632","tenggara","8","sains-002"
"4633","perairan","8","sains-002"
"4634","selatan","7","sains-002"
"4635","pulau","5","sains-002"
"4636","sumba","5","sains-002"
"4637","perairan","8","sains-002"
"4638","pulau","5","sains-002"
"4639","sawu","4","sains-002"
"4640","pulau","5","sains-002"
"4641","rote","4","sains-002"
"4642","sampai","6","sains-002"
"4643","kupang","6","sains-002"
"4644","laut","4","sains-002"
"4645","timor","5","sains-002"
"4646","gelombang","9","sains-002"
"4647","setinggi","8","sains-002"
"4648","meter","5","sains-002"
"4649","berpeluang","10","sains-002"
"4650","terjadi","7","sains-002"
"4651","samudra","7","sains-002"
"4652","hindia","6","sains-002"
"4653","selatan","7","sains-002"
"4654","jawa","4","sains-002"
"4655","hingga","6","sains-002"
"4656","nusa","4","sains-002"
"4657","tenggara","8","sains-002"
"4658","bantuan","7","sains-002"
"4659","untuk","5","sains-002"
"4660","nelayan","7","sains-002"
"4661","pekan","5","sains-002"
"4662","lalu","4","sains-002"
"4663","menteri","7","sains-002"
"4664","koordinator","11","sains-002"
"4665","kesejahteraan","13","sains-002"
"4666","rakyat","6","sains-002"
"4667","agung","5","sains-002"
"4668","laksono","7","sains-002"
"4669","mengizinkan","11","sains-002"
"4670","penggunaan","10","sains-002"
"4671","cadangan","8","sains-002"
"4672","beras","5","sains-002"
"4673","pemerintah","10","sains-002"
"4674","bulog","5","sains-002"
"4675","untuk","5","sains-002"
"4676","mengatasi","9","sains-002"
"4677","kesusahan","9","sains-002"
"4678","nelayan","7","sains-002"
"4679","saat","4","sains-002"
"4680","musim","5","sains-002"
"4681","buruk","5","sains-002"
"4682","agar","4","sains-002"
"4683","menimbulkan","11","sains-002"
"4684","kerawanan","9","sains-002"
"4685","sosial","6","sains-002"
"4686","dinas","5","sains-002"
"4687","kelautan","8","sains-002"
"4688","ataupun","7","sains-002"
"4689","dinas","5","sains-002"
"4690","sosial","6","sains-002"
"4691","daerah","6","sains-002"
"4692","agar","4","sains-002"
"4693","memonitor","9","sains-002"
"4694","kampung-kampung","15","sains-002"
"4695","nelayan","7","sains-002"
"4696","lakukan","7","sains-002"
"4697","tanggap","7","sains-002"
"4698","darurat","7","sains-002"
"4699","bagi","4","sains-002"
"4700","nelayan","7","sains-002"
"4701","yang","4","sains-002"
"4702","tidak","5","sains-002"
"4703","bisa","4","sains-002"
"4704","melaut","6","sains-002"
"4705","kalau","5","sains-002"
"4706","nelayan","7","sains-002"
"4707","bisa","4","sains-002"
"4708","melaut","6","sains-002"
"4709","hingga","6","sains-002"
"4710","tiga","4","sains-002"
"4711","hari","4","sains-002"
"4712","bisa","4","sains-002"
"4713","dibantu","7","sains-002"
"4714","dengan","6","sains-002"
"4715","cadangan","8","sains-002"
"4716","beras","5","sains-002"
"4717","bulog","5","sains-002"
"4718","ujarnya","7","sains-002"
"4719","jakarta","7","sains-002"
"4720","cuaca","5","sains-002"
"4721","buruk","5","sains-002"
"4722","mengganggu","10","sains-002"
"4723","kehidupan","9","sains-002"
"4724","nelayan","7","sains-002"
"4725","yang","4","sains-002"
"4726","mata","4","sains-002"
"4727","pencariannya","12","sains-002"
"4728","bergantung","10","sains-002"
"4729","pada","4","sains-002"
"4730","laut","4","sains-002"
"4731","agung","5","sains-002"
"4732","mengatakan","10","sains-002"
"4733","laporan","7","sains-002"
"4734","bmkg","4","sains-002"
"4735","menunjukkan","11","sains-002"
"4736","selama","6","sains-002"
"4737","sepekan","7","sains-002"
"4738","mendatang","9","sains-002"
"4739","terjadi","7","sains-002"
"4740","gelombang","9","sains-002"
"4741","tinggi","6","sains-002"
"4742","angin","5","sains-002"
"4743","kencang","7","sains-002"
"4744","sebagian","8","sains-002"
"4745","wilayah","7","sains-002"
"4746","indonesia","9","sains-002"
"4747","pergunakan","10","sains-002"
"4748","informasi","9","sains-002"
"4749","bmkg","4","sains-002"
"4750","secara","6","sains-002"
"4751","baik","4","sains-002"
"4752","kalau","5","sains-002"
"4753","gelombang","9","sains-002"
"4754","tinggi","6","sains-002"
"4755","jangan","6","sains-002"
"4756","izinkan","7","sains-002"
"4757","nelayan","7","sains-002"
"4758","berlayar","8","sains-002"
"4759","berbahaya","9","sains-002"
"4760","ungkapnya","9","sains-002"
"4761","kita","4","sains-002"
"4762","memasuki","8","sains-002"
"4763","bulan","5","sains-002"
"4764","yang","4","sains-002"
"4765","penuh","5","sains-002"
"4766","ancaman","7","sains-002"
"4767","bencana","7","sains-002"
"4768","saya","4","sains-002"
"4769","ingatkan","8","sains-002"
"4770","gubernur","8","sains-002"
"4771","bupati","6","sains-002"
"4772","wali","4","sains-002"
"4773","kota","4","sains-002"
"4774","untuk","5","sains-002"
"4775","mengerahkan","11","sains-002"
"4776","sumber","6","sains-002"
"4777","daya","4","sains-002"
"4778","guna","4","sains-002"
"4779","menolong","8","sains-002"
"4780","korban","6","sains-002"
"4781","bencana","7","sains-002"
"4782","alam","4","sains-002"
"4783","seperti","7","sains-002"
"4784","diinformasikan","14","sains-002"
"4785","puncak","6","sains-002"
"4786","musim","5","sains-002"
"4787","hujan","5","sains-002"
"4788","adalah","6","sains-002"
"4789","januari-februari","16","sains-002"
"4790","abdul","5","sains-002"
"4791","halim","5","sains-002"
"4792","dari","4","sains-002"
"4793","koalisi","7","sains-002"
"4794","rakyat","6","sains-002"
"4795","untuk","5","sains-002"
"4796","keadilan","8","sains-002"
"4797","perikanan","9","sains-002"
"4798","menghargai","10","sains-002"
"4799","upaya","5","sains-002"
"4800","bantuan","7","sains-002"
"4801","beras","5","sains-002"
"4802","bagi","4","sains-002"
"4803","nelayan","7","sains-002"
"4804","yang","4","sains-002"
"4805","tidak","5","sains-002"
"4806","bisa","4","sains-002"
"4807","melaut","6","sains-002"
"4808","namun","5","sains-002"
"4809","sangat","6","sains-002"
"4810","disayangkan","11","sains-002"
"4811","jika","4","sains-002"
"4812","kewajiban","9","sains-002"
"4813","pemerintah","10","sains-002"
"4814","hanya","5","sains-002"
"4815","sebatas","7","sains-002"
"4816","cadangan","8","sains-002"
"4817","beras","5","sains-002"
"4818","bencana","7","sains-002"
"4819","katanya","7","sains-002"
"4820","seharusnya","10","sains-002"
"4821","menurut","7","sains-002"
"4822","abdul","5","sains-002"
"4823","nelayan","7","sains-002"
"4824","bisa","4","sains-002"
"4825","diberi","6","sains-002"
"4826","pelatihan","9","sains-002"
"4827","keterampilan","12","sains-002"
"4828","bekerja","7","sains-002"
"4829","selain","6","sains-002"
"4830","melaut","6","sains-002"
"4831","sehingga","8","sains-002"
"4832","bisa","4","sains-002"
"4833","dimanfaatkan","12","sains-002"
"4834","untuk","5","sains-002"
"4835","mencari","7","sains-002"
"4836","nafkah","6","sains-002"
"4837","saat","4","sains-002"
"4838","cuaca","5","sains-002"
"4839","buruk","5","sains-002"
"4840","bukan","5","sains-002"
"4841","membuat","7","sains-002"
"4842","mereka","6","sains-002"
"4843","berpangku","9","sains-002"
"4844","tangan","6","sains-002"
"4845","dengan","6","sains-002"
"4846","bantuan","7","sains-002"
"4847","beras","5","sains-002"
"4848","rahasia","7","sains-003"
"4849","kehidupan","9","sains-003"
"4850","malam","5","sains-003"
"4851","monyet","6","sains-003"
"4852","terungkapkehidupan","18","sains-003"
"4853","malam","5","sains-003"
"4854","monyet","6","sains-003"
"4855","terungkap","9","sains-003"
"4856","spesies","7","sains-003"
"4857","monyet","6","sains-003"
"4858","ternyata","8","sains-003"
"4859","juga","4","sains-003"
"4860","suka","4","sains-003"
"4861","begadang","8","sains-003"
"4862","untuk","5","sains-003"
"4863","mencari","7","sains-003"
"4864","makan","5","sains-003"
"4865","atau","4","sains-003"
"4866","sekedar","7","sains-003"
"4867","pergi","5","sains-003"
"4868","kolam","5","sains-003"
"4869","tersebut","8","sains-003"
"4870","diuraikan","9","sains-003"
"4871","dalam","5","sains-003"
"4872","temuan","6","sains-003"
"4873","terbaru","7","sains-003"
"4874","yang","4","sains-003"
"4875","dipublikasikan","14","sains-003"
"4876","jurnal","6","sains-003"
"4877","primates","8","sains-003"
"4878","baru-baru","9","sains-003"
"4879","para","4","sains-003"
"4880","biolog","6","sains-003"
"4881","mengungkap","10","sains-003"
"4882","kehidupan","9","sains-003"
"4883","malam","5","sains-003"
"4884","monyet","6","sains-003"
"4885","berhidung","9","sains-003"
"4886","pesek","5","sains-003"
"4887","rhinopithecus","13","sains-003"
"4888","brelichi","8","sains-003"
"4889","pernah","6","sains-003"
"4890","diduga","6","sains-003"
"4891","hanya","5","sains-003"
"4892","aktif","5","sains-003"
"4893","pada","4","sains-003"
"4894","siang","5","sains-003"
"4895","hari","4","sains-003"
"4896","monyet","6","sains-003"
"4897","ternyata","8","sains-003"
"4898","juga","4","sains-003"
"4899","punya","5","sains-003"
"4900","kegiatan","8","sains-003"
"4901","malam","5","sains-003"
"4902","harinya","7","sains-003"
"4903","kamera","6","sains-003"
"4904","jebak","5","sains-003"
"4905","kami","4","sains-003"
"4906","menunjukkan","11","sains-003"
"4907","bahwa","5","sains-003"
"4908","monyet","6","sains-003"
"4909","berhidung","9","sains-003"
"4910","pesek","5","sains-003"
"4911","guizhou","7","sains-003"
"4912","bergerak","8","sains-003"
"4913","pepohonan","9","sains-003"
"4914","pada","4","sains-003"
"4915","malam","5","sains-003"
"4916","hari","4","sains-003"
"4917","kami","4","sains-003"
"4918","percaya","7","sains-003"
"4919","monyet","6","sains-003"
"4920","sedang","6","sains-003"
"4921","mencari","7","sains-003"
"4922","makan","5","sains-003"
"4923","kata","4","sains-003"
"4924","chia","4","sains-003"
"4925","pimpinan","8","sains-003"
"4926","studi","5","sains-003"
"4927","seperti","7","sains-003"
"4928","dikutip","7","sains-003"
"4929","discovery","9","sains-003"
"4930","jumat","5","sains-003"
"4931","yang","4","sains-003"
"4932","bekerja","7","sains-003"
"4933","kebun","5","sains-003"
"4934","binatang","8","sains-003"
"4935","diego","5","sains-003"
"4936","melakukan","9","sains-003"
"4937","penelitian","10","sains-003"
"4938","bersama","7","sains-003"
"4939","rekannya","8","sains-003"
"4940","yeqin","5","sains-003"
"4941","yang","4","sains-003"
"4942","kegeng","6","sains-003"
"4943","monyet","6","sains-003"
"4944","berhidung","9","sains-003"
"4945","pesek","5","sains-003"
"4946","guizhou","7","sains-003"
"4947","adalah","6","sains-003"
"4948","spesies","7","sains-003"
"4949","monyet","6","sains-003"
"4950","terancam","8","sains-003"
"4951","punah","5","sains-003"
"4952","dengan","6","sains-003"
"4953","populasi","8","sains-003"
"4954","diperkirakan","12","sains-003"
"4955","hanya","5","sains-003"
"4956","tinggal","7","sains-003"
"4957","ekor","4","sains-003"
"4958","hidup","5","sains-003"
"4959","wilayah","7","sains-003"
"4960","fanjingshan","11","sains-003"
"4961","china","5","sains-003"
"4962","penelitian","10","sains-003"
"4963","menunjukkan","11","sains-003"
"4964","monyet","6","sains-003"
"4965","jenis","5","sains-003"
"4966","tersebut","8","sains-003"
"4967","lebih","5","sains-003"
"4968","aktif","5","sains-003"
"4969","pada","4","sains-003"
"4970","musim","5","sains-003"
"4971","semi","4","sains-003"
"4972","gugur","5","sains-003"
"4973","peneliti","8","sains-003"
"4974","menduga","7","sains-003"
"4975","monyet","6","sains-003"
"4976","memperpanjang","13","sains-003"
"4977","aktifitasnya","12","sains-003"
"4978","hingga","6","sains-003"
"4979","malam","5","sains-003"
"4980","untuk","5","sains-003"
"4981","memaksimalkan","13","sains-003"
"4982","mencari","7","sains-003"
"4983","makan","5","sains-003"
"4984","mereka","6","sains-003"
"4985","mencari","7","sains-003"
"4986","daun","4","sains-003"
"4987","muda","4","sains-003"
"4988","pada","4","sains-003"
"4989","musim","5","sains-003"
"4990","semi","4","sains-003"
"4991","buah","4","sains-003"
"4992","serta","5","sains-003"
"4993","biji","4","sains-003"
"4994","musim","5","sains-003"
"4995","gugur","5","sains-003"
"4996","masuk","5","sains-003"
"4997","akal","4","sains-003"
"4998","monyet","6","sains-003"
"4999","menggunakan","11","sains-003"
"5000","makanan","7","sains-003"
"5001","bernutrisi","10","sains-003"
"5002","untuk","5","sains-003"
"5003","memaksimalkan","13","sains-003"
"5004","reproduksi","10","sains-003"
"5005","survival","8","sains-003"
"5006","musim","5","sains-003"
"5007","semi","4","sains-003"
"5008","gugur","5","sains-003"
"5009","adalah","6","sains-003"
"5010","masa","4","sains-003"
"5011","kritis","6","sains-003"
"5012","mereka","6","sains-003"
"5013","berada","6","sains-003"
"5014","pada","4","sains-003"
"5015","masa","4","sains-003"
"5016","melahirkan","10","sains-003"
"5017","atau","4","sains-003"
"5018","kawin","5","sains-003"
"5019","papar","5","sains-003"
"5020","karena","6","sains-003"
"5021","habitatnya","10","sains-003"
"5022","yang","4","sains-003"
"5023","berkabut","8","sains-003"
"5024","pada","4","sains-003"
"5025","malam","5","sains-003"
"5026","hari","4","sains-003"
"5027","ilmuwan","7","sains-003"
"5028","menduga","7","sains-003"
"5029","bahwa","5","sains-003"
"5030","monyet","6","sains-003"
"5031","memiliki","8","sains-003"
"5032","pengelihatan","12","sains-003"
"5033","yang","4","sains-003"
"5034","cukup","5","sains-003"
"5035","untuk","5","sains-003"
"5036","mencari","7","sains-003"
"5037","makan","5","sains-003"
"5038","sekaligus","9","sains-003"
"5039","berjaga-jaga","12","sains-003"
"5040","dari","4","sains-003"
"5041","serangan","8","sains-003"
"5042","predator","8","sains-003"
"5043","monyet","6","sains-003"
"5044","mampu","5","sains-003"
"5045","melihat","7","sains-003"
"5046","lingkungan","10","sains-003"
"5047","yang","4","sains-003"
"5048","relatif","7","sains-003"
"5049","gelap","5","sains-003"
"5050","spesies","7","sains-003"
"5051","primata","7","sains-003"
"5052","lain","4","sains-003"
"5053","simpanse","8","sains-003"
"5054","padang","6","sains-003"
"5055","rumput","6","sains-003"
"5056","juga","4","sains-003"
"5057","suka","4","sains-003"
"5058","begadang","8","sains-003"
"5059","dengan","6","sains-003"
"5060","berendam","8","sains-003"
"5061","kolam","5","sains-003"
"5062","pada","4","sains-003"
"5063","malam","5","sains-003"
"5064","hari","4","sains-003"
"5065","itu","3","sains-003"
"5066","diketahui","9","sains-003"
"5067","dari","4","sains-003"
"5068","hasil","5","sains-003"
"5069","riset","5","sains-003"
"5070","dengan","6","sains-003"
"5071","kamera","6","sains-003"
"5072","jebak","5","sains-003"
"5073","yang","4","sains-003"
"5074","dilakukan","9","sains-003"
