"id","input","output","process_time","issue","source"
"4028","putra","putra","0.00305",,"olahraga-005"
"4029","india","india","0.00388","lemma_not_found","olahraga-005"
"4030","andre","andre","0.00393","lemma_not_found","olahraga-005"
"4031","kurniawan","kurniawan","0.00658","lemma_not_found","olahraga-005"
"4032","kalah","kalah","0.00185",,"olahraga-005"
"4033","dari","dari","0.00293",,"olahraga-005"
"4034","gurusaidutt","gurusaidutt","0.00419","lemma_not_found","olahraga-005"
"4035","pada","pada","0.00322",,"olahraga-005"
"4036","kejuaraan","juara","0.00534",,"olahraga-005"
"4037","bulu","bulu","0.00307",,"olahraga-005"
"4038","tangkis","tangkis","0.00304",,"olahraga-005"
"4039","india","india","0.00430","lemma_not_found","olahraga-005"
"4040","open","open","0.00359",,"olahraga-005"
"4041","grand","grand","0.00236","lemma_not_found","olahraga-005"
"4042","prix","prix","0.00265","lemma_not_found","olahraga-005"
"4043","dengan","dengan","0.00324",,"olahraga-005"
"4044","set","set","0.00311",,"olahraga-005"
"4045","langsung","langsung","0.00338",,"olahraga-005"
"4046","jika","jika","0.00325",,"olahraga-005"
"4047","menang","menang","0.00303",,"olahraga-005"
"4048","andre","andre","0.00459","lemma_not_found","olahraga-005"
"4049","kurniawan","kurniawan","0.00626","lemma_not_found","olahraga-005"
"4050","akan","akan","0.00329",,"olahraga-005"
"4051","menghadapi","hadap","0.01391",,"olahraga-005"
"4052","pemenang","menang","0.00294",,"olahraga-005"
"4053","antara","antara","0.00349",,"olahraga-005"
"4054","chan","chan","0.00422","lemma_not_found","olahraga-005"
"4055","kit","kit","0.00306",,"olahraga-005"
"4056","hongkong","hongkong","0.00400","lemma_not_found","olahraga-005"
"4057","melawan","lawan","0.00409",,"olahraga-005"
"4058","ivan","ivan","0.00429","lemma_not_found","olahraga-005"
"4059","sozonov","sozonov","0.00442","lemma_not_found","olahraga-005"
"4060","rusia","rusia","0.00443","lemma_not_found","olahraga-005"
"4061","untuk","untuk","0.00343",,"olahraga-005"
"4062","menentukan","tentu","0.00437",,"olahraga-005"
"4063","satu","satu","0.00220",,"olahraga-005"
"4064","pemain","main","0.01082",,"olahraga-005"
"4065","yang","yang","0.00165",,"olahraga-005"
"4066","lolos","lolos","0.00296",,"olahraga-005"
"4067","babak","babak","0.00121",,"olahraga-005"
"4068","utama","utama","0.00129",,"olahraga-005"
"4069","sementara","sementara","0.00148",,"olahraga-005"
"4070","pemain","main","0.01069",,"olahraga-005"
"4071","indonesia","Indonesia","0.01058",,"olahraga-005"
"4072","yang","yang","0.00132",,"olahraga-005"
"4073","juga","juga","0.00163",,"olahraga-005"
"4074","harus","harus","0.00131",,"olahraga-005"
"4075","melalui","lalu","0.00183",,"olahraga-005"
"4076","babak","babak","0.00140",,"olahraga-005"
"4077","kualifikasi","kualifikasi","0.00158",,"olahraga-005"
"4078","adalah","adalah","0.00127",,"olahraga-005"
"4079","pasangan","pasang","0.00162",,"olahraga-005"
"4080","bona","bona","0.00156","lemma_not_found","olahraga-005"
"4081","septano","septano","0.00232","lemma_not_found","olahraga-005"
"4082","afiat","afiat","0.00128",,"olahraga-005"
"4083","yuris","yuris","0.00147",,"olahraga-005"
"4084","wirawan","wirawan","0.00133",,"olahraga-005"
"4085","pasangan","pasang","0.00177",,"olahraga-005"
"4086","yang","yang","0.00133",,"olahraga-005"
"4087","menempati","tempat","0.01207",,"olahraga-005"
"4088","unggulan","unggul","0.00213",,"olahraga-005"
"4089","ketiga","tiga","0.00146",,"olahraga-005"
"4090","akan","akan","0.00127",,"olahraga-005"
"4091","menghadapi","hadap","0.00562",,"olahraga-005"
"4092","ganda","ganda","0.00339",,"olahraga-005"
"4093","tuan","tuan","0.00317",,"olahraga-005"
"4094","rumah","rumah","0.00317",,"olahraga-005"
"4095","chan","chan","0.00411","lemma_not_found","olahraga-005"
"4096","peng","peng","0.00426","lemma_not_found","olahraga-005"
"4097","soon","soon","0.00396","lemma_not_found","olahraga-005"
"4098","jian","jian","0.00285","lemma_not_found","olahraga-005"
"4099","jika","jika","0.00326",,"olahraga-005"
"4100","menang","menang","0.00347",,"olahraga-005"
"4101","akan","akan","0.00367",,"olahraga-005"
"4102","menghadapi","hadap","0.00517",,"olahraga-005"
"4103","pemenang","menang","0.00381",,"olahraga-005"
"4104","antara","antara","0.00335",,"olahraga-005"
"4105","chan","chan","0.00446","lemma_not_found","olahraga-005"
"4106","kit","kit","0.00347",,"olahraga-005"
"4107","lok","lok","0.00197",,"olahraga-005"
"4108","hongkong","hongkong","0.00257","lemma_not_found","olahraga-005"
"4109","melawan","lawan","0.00395",,"olahraga-005"
"4110","ganda","ganda","0.00359",,"olahraga-005"
"4111","tuan","tuan","0.01109",,"olahraga-005"
"4112","rumah","rumah","0.00132",,"olahraga-005"
"4113","juan","juan","0.00167","lemma_not_found","olahraga-005"
"4114","shen","shen","0.00153","lemma_not_found","olahraga-005"
"4115","yip","yip","0.00429","lemma_not_found","olahraga-005"
"4116","jiun","jiun","0.00428","lemma_not_found","olahraga-005"
"4117","untuk","untuk","0.00321",,"olahraga-005"
"4118","menentukan","tentu","0.00679",,"olahraga-005"
"4119","satu","satu","0.00328",,"olahraga-005"
"4120","pasangan","pasang","0.00388",,"olahraga-005"
"4121","yang","yang","0.00373",,"olahraga-005"
"4122","bertanding","tanding","0.00287",,"olahraga-005"
"4123","babak","babak","0.00342",,"olahraga-005"
"4124","utama","utama","0.00325",,"olahraga-005"
"4125","sementara","sementara","0.00420",,"olahraga-005"
"4126","pada","pada","0.00331",,"olahraga-005"
"4127","nomor","nomor","0.00311",,"olahraga-005"
"4128","ganda","ganda","0.00333",,"olahraga-005"
"4129","campuran","campur","0.00411",,"olahraga-005"
"4130","pasangan","pasang","0.00438",,"olahraga-005"
"4131","indonesia","Indonesia","0.00369",,"olahraga-005"
"4132","yaitu","yaitu","0.00346",,"olahraga-005"
"4133","alvent","alvent","0.01374","lemma_not_found","olahraga-005"
"4134","yulianto","yulianto","0.00334","lemma_not_found","olahraga-005"
"4135","chandra","chandra","0.00264","lemma_not_found","olahraga-005"
"4136","rizki","rizki","0.00216","lemma_not_found","olahraga-005"
"4137","amelia","amelia","0.00173","lemma_not_found","olahraga-005"
"4138","pradipta","pradipta","0.00412","lemma_not_found","olahraga-005"
"4139","praveen","praveen","0.00418","lemma_not_found","olahraga-005"
"4140","jordan","jordan","0.00666","lemma_not_found","olahraga-005"
"4141","vita","vita","0.00456","lemma_not_found","olahraga-005"
"4142","marissa","marissa","0.00417","lemma_not_found","olahraga-005"
"4143","juga","juga","0.00305",,"olahraga-005"
"4144","harus","harus","0.00308",,"olahraga-005"
"4145","melalui","lalu","0.00493",,"olahraga-005"
"4146","babak","babak","0.00206",,"olahraga-005"
"4147","kualifikasi","kualifikasi","0.00382",,"olahraga-005"
"4148","pasangan","pasang","0.00415",,"olahraga-005"
"4149","alvent","alvent","0.00442","lemma_not_found","olahraga-005"
"4150","rizki","rizki","0.00541","lemma_not_found","olahraga-005"
"4151","akan","akan","0.00328",,"olahraga-005"
"4152","menghadapi","hadap","0.00501",,"olahraga-005"
"4153","pasangan","pasang","0.00426",,"olahraga-005"
"4154","tuan","tuan","0.00314",,"olahraga-005"
"4155","rumah","rumah","0.00326",,"olahraga-005"
"4156","mohd","mohd","0.00389","lemma_not_found","olahraga-005"
"4157","razif","razif","0.00425","lemma_not_found","olahraga-005"
"4158","abdul","abdul","0.00186",,"olahraga-005"
"4159","latief","latief","0.00259","lemma_not_found","olahraga-005"
"4160","chong","chong","0.00261","lemma_not_found","olahraga-005"
"4161","sook","sook","0.00194","lemma_not_found","olahraga-005"
"4162","chin","chin","0.00433","lemma_not_found","olahraga-005"
"4163","babak","babak","0.00338",,"olahraga-005"
"4164","pertama","pertama","0.00358",,"olahraga-005"
"4165","sedangkan","dang","0.00568",,"olahraga-005"
"4166","praveen","praveen","0.00459","lemma_not_found","olahraga-005"
"4167","vita","vita","0.00690","lemma_not_found","olahraga-005"
"4168","menghadapi","hadap","0.00194",,"olahraga-005"
"4169","unggulan","unggul","0.00157",,"olahraga-005"
"4170","kedua","dua","0.00168",,"olahraga-005"
"4171","oliver","oliver","0.00168","lemma_not_found","olahraga-005"
"4172","roth","roth","0.00528","lemma_not_found","olahraga-005"
"4173","johanna","johanna","0.00497","lemma_not_found","olahraga-005"
"4174","goliszewski","goliszewski","0.00751","lemma_not_found","olahraga-005"
"4175","jerman","jerman","0.00722","lemma_not_found","olahraga-005"
"4176","babak","babak","0.00326",,"olahraga-005"
"4177","pertama","pertama","0.00329",,"olahraga-005"
"4178","jika","jika","0.00351",,"olahraga-005"
"4179","mereka","mereka","0.00440",,"olahraga-005"
"4180","sama-sama","sama","0.00134",,"olahraga-005"
"4181","menang","menang","0.00170",,"olahraga-005"
"4182","akan","akan","0.00181",,"olahraga-005"
"4183","beradu","adu","0.00222",,"olahraga-005"
"4184","babak","babak","0.00168",,"olahraga-005"
"4185","kedua","dua","0.00467",,"olahraga-005"
"4186","untuk","untuk","0.00247",,"olahraga-005"
"4187","menentukan","tentu","0.00404",,"olahraga-005"
"4188","salah","salah","0.00311",,"olahraga-005"
"4189","satu","satu","0.00317",,"olahraga-005"
"4190","pasangan","pasang","0.00432",,"olahraga-005"
"4191","yang","yang","0.00283",,"olahraga-005"
"4192","akan","akan","0.00321",,"olahraga-005"
"4193","lolos","lolos","0.01183",,"olahraga-005"
"4194","babak","babak","0.00211",,"olahraga-005"
"4195","utama","utama","0.00199",,"olahraga-005"
"4196","sehingga","sehingga","0.00213",,"olahraga-005"
"4197","salah","salah","0.00536",,"olahraga-005"
"4198","satu","satu","0.00382",,"olahraga-005"
"4199","pasangan","pasang","0.00420",,"olahraga-005"
"4200","indonesia","Indonesia","0.00367",,"olahraga-005"
"4201","harus","harus","0.00243",,"olahraga-005"
"4202","tersingkir","singkir","0.00173",,"olahraga-005"
"4203","babak","babak","0.00225",,"olahraga-005"
"4204","kualifikasi","kualifikasi","0.00331",,"olahraga-005"
"4205","warna","warna","0.01205",,"sains-001"
"4206","rambut","rambut","0.00305",,"sains-001"
"4207","mata","mata","0.00304",,"sains-001"
"4208","leluhur","leluhur","0.00390",,"sains-001"
"4209","manusia","manusia","0.00399",,"sains-001"
"4210","krakow","krakow","0.00448","lemma_not_found","sains-001"
"4211","kompas","kompas","0.00376",,"sains-001"
"4212","arkeolog","arkeolog","0.00404",,"sains-001"
"4213","telah","telah","0.00340",,"sains-001"
"4214","merekonstruksi","rekonstruksi","0.00451",,"sains-001"
"4215","wajah","wajah","0.00319",,"sains-001"
"4216","beberapa","beberapa","0.00352",,"sains-001"
"4217","spesies","spesies","0.00386",,"sains-001"
"4218","manusia","manusia","0.00249",,"sains-001"
"4219","purba","purba","0.00277",,"sains-001"
"4220","yang","yang","0.00220",,"sains-001"
"4221","menjadi","jadi","0.00254",,"sains-001"
"4222","leluhur","leluhur","0.00187",,"sains-001"
"4223","manusia","manusia","0.00506",,"sains-001"
"4224","modern","modern","0.00358",,"sains-001"
"4225","homo","homo","0.00341",,"sains-001"
"4226","sapiens","sapiens","0.00427","lemma_not_found","sains-001"
"4227","kini","kini","0.00296",,"sains-001"
"4228","pertanyaannya","tanya","0.01049",,"sains-001"
"4229","warna","warna","0.00370",,"sains-001"
"4230","mata","mata","0.00209",,"sains-001"
"4231","rambut","rambut","0.00220",,"sains-001"
"4232","mereka","mereka","0.00203",,"sains-001"
"4233","apakah","apakah","0.01172",,"sains-001"
"4234","biru","biru","0.00221",,"sains-001"
"4235","pirang","pirang","0.00201",,"sains-001"
"4236","atau","atau","0.00209",,"sains-001"
"4237","coklat","coklat","0.00440","lemma_not_found","sains-001"
"4238","hitam","hitam","0.00352",,"sains-001"
"4239","riset","riset","0.01145",,"sains-001"
"4240","yang","yang","0.00149",,"sains-001"
"4241","dipublikasikan","publikasi","0.00341",,"sains-001"
"4242","jurnal","jurnal","0.00315",,"sains-001"
"4243","investigative","investigative","0.00442","lemma_not_found","sains-001"
"4244","genetics","genetics","0.00393","lemma_not_found","sains-001"
"4245","menguraikan","urai","0.00884",,"sains-001"
"4246","penggunaan","guna","0.00530",,"sains-001"
"4247","genetika","genetika","0.00385",,"sains-001"
"4248","forensik","forensik","0.00340",,"sains-001"
"4249","untuk","untuk","0.00337",,"sains-001"
"4250","mengetahui","tahu","0.00944",,"sains-001"
"4251","karakteristik","karakteristik","0.00520","lemma_not_found","sains-001"
"4252","mata","mata","0.00359",,"sains-001"
"4253","rambut","rambut","0.00333",,"sains-001"
"4254","dengan","dengan","0.00308",,"sains-001"
"4255","sampel","sampel","0.00305",,"sains-001"
"4256","gigi","gigi","0.00349",,"sains-001"
"4257","teknik","teknik","0.00311",,"sains-001"
"4258","analisis","analisis","0.00338",,"sains-001"
"4259","yang","yang","0.00338",,"sains-001"
"4260","digunakan","guna","0.00570",,"sains-001"
"4261","disebut","sebut","0.00263",,"sains-001"
"4262","hlrisplex","hlrisplex","0.00269","lemma_not_found","sains-001"
"4263","menggunakan","guna","0.00363",,"sains-001"
"4264","variasi","variasi","0.00390",,"sains-001"
"4265","untuk","untuk","0.00325",,"sains-001"
"4266","menebak","tebak","0.00419",,"sains-001"
"4267","warna","warna","0.00136",,"sains-001"
"4268","mata","mata","0.00361",,"sains-001"
"4269","rambut","rambut","0.00340",,"sains-001"
"4270","dalam","dalam","0.00352",,"sains-001"
"4271","penelitian","teliti","0.00688",,"sains-001"
"4272","wojciech","wojciech","0.00422","lemma_not_found","sains-001"
"4273","branicki","branicki","0.00534","lemma_not_found","sains-001"
"4274","dari","dari","0.00361",,"sains-001"
"4275","institute","institute","0.00251","lemma_not_found","sains-001"
"4276","forensic","forensic","0.00236","lemma_not_found","sains-001"
"4277","research","research","0.00231","lemma_not_found","sains-001"
"4278","jagielonian","jagielonian","0.00696","lemma_not_found","sains-001"
"4279","university","university","0.00409","lemma_not_found","sains-001"
"4280","krakow","krakow","0.00398","lemma_not_found","sains-001"
"4281","polandia","polandia","0.00294","lemma_not_found","sains-001"
"4282","berhasil","hasil","0.00402",,"sains-001"
"4283","menguraikan","urai","0.00856",,"sains-001"
"4284","karakteristik","karakteristik","0.00476","lemma_not_found","sains-001"
"4285","rambut","rambut","0.00226",,"sains-001"
"4286","mata","mata","0.00135",,"sains-001"
"4287","jenderal","jenderal","0.00134",,"sains-001"
"4288","wladyslaw","wladyslaw","0.00170","lemma_not_found","sains-001"
"4289","sikorski","sikorski","0.00217","lemma_not_found","sains-001"
"4290","pemimpin","pimpin","0.00206",,"sains-001"
"4291","militer","militer","0.00347",,"sains-001"
"4292","polandia","polandia","0.00506","lemma_not_found","sains-001"
"4293","masa","masa","0.00333",,"sains-001"
"4294","perang","perang","0.00147",,"sains-001"
"4295","dunia","dunia","0.00354",,"sains-001"
"4296","hlrisplex","hlrisplex","0.00442","lemma_not_found","sains-001"
"4297","mengonfirmasi","konfirmasi","0.00646",,"sains-001"
"4298","bahwa","bahwa","0.00164",,"sains-001"
"4299","jenderal","jenderal","0.00160",,"sains-001"
"4300","wladyslaw","wladyslaw","0.00451","lemma_not_found","sains-001"
"4301","sikorski","sikorski","0.00584","lemma_not_found","sains-001"
"4302","yang","yang","0.00308",,"sains-001"
"4303","mati","mati","0.00336",,"sains-001"
"4304","dalam","dalam","0.00313",,"sains-001"
"4305","kecelakaan","celaka","0.00497",,"sains-001"
"4306","pesawat","pesawat","0.00318",,"sains-001"
"4307","tahun","tahun","0.00322",,"sains-001"
"4308","memiliki","milik","0.00629",,"sains-001"
"4309","mata","mata","0.00347",,"sains-001"
"4310","biru","biru","0.00321",,"sains-001"
"4311","rambut","rambut","0.00303",,"sains-001"
"4312","pirang","pirang","0.00319",,"sains-001"
"4313","seperti","seperti","0.00330",,"sains-001"
"4314","yang","yang","0.00315",,"sains-001"
"4315","digambarkan","gambar","0.01263",,"sains-001"
"4316","dalam","dalam","0.00127",,"sains-001"
"4317","foto","foto","0.00143",,"sains-001"
"4318","beberapa","beberapa","0.00367",,"sains-001"
"4319","tahun","tahun","0.00348",,"sains-001"
"4320","setelah","telah","0.00622",,"sains-001"
"4321","kematiannya","mati","0.00581",,"sains-001"
"4322","kata","kata","0.00339",,"sains-001"
"4323","branicki","branicki","0.00303","lemma_not_found","sains-001"
"4324","seperti","seperti","0.00155",,"sains-001"
"4325","dikutip","kutip","0.01160",,"sains-001"
"4326","science","science","0.00171","lemma_not_found","sains-001"
"4327","daily","daily","0.00174","lemma_not_found","sains-001"
"4328","jumat","Jumat","0.00309",,"sains-001"
"4329","dengan","dengan","0.00364",,"sains-001"
"4330","teknik","teknik","0.00339",,"sains-001"
"4331","hlrisplex","hlrisplex","0.00590","lemma_not_found","sains-001"
"4332","ilmuwan","ilmuwan","0.00120",,"sains-001"
"4333","juga","juga","0.00243",,"sains-001"
"4334","berhasil","hasil","0.00306",,"sains-001"
"4335","mengidentifikasi","identifikasi","0.00368",,"sains-001"
"4336","warna","warna","0.00254",,"sains-001"
"4337","rambut","rambut","0.00338",,"sains-001"
"4338","mata","mata","0.00330",,"sains-001"
"4339","seorang","orang","0.00465",,"sains-001"
"4340","perempuan","perempuan","0.00353",,"sains-001"
"4341","yang","yang","0.00367",,"sains-001"
"4342","dikubur","kubur","0.00430",,"sains-001"
"4343","ruang","ruang","0.00335",,"sains-001"
"4344","bawah","bawah","0.00322",,"sains-001"
"4345","tanah","tanah","0.00309",,"sains-001"
"4346","benedictine","benedictine","0.00499","lemma_not_found","sains-001"
"4347","abbey","abbey","0.00389","lemma_not_found","sains-001"
"4348","tyniec","tyniec","0.00276","lemma_not_found","sains-001"
"4349","dekat","dekat","0.00194",,"sains-001"
"4350","krakow","krakow","0.00247","lemma_not_found","sains-001"
"4351","antara","antara","0.01200",,"sains-001"
"4352","abad","abad","0.00316",,"sains-001"
"4353","perempuan","perempuan","0.00375",,"sains-001"
"4354","diketahui","tahu","0.00649",,"sains-001"
"4355","memiliki","milik","0.00593",,"sains-001"
"4356","mata","mata","0.00436",,"sains-001"
"4357","coklat","coklat","0.00471","lemma_not_found","sains-001"
"4358","rambut","rambut","0.00168",,"sains-001"
"4359","coklat","coklat","0.00164","lemma_not_found","sains-001"
"4360","gelap","gelap","0.00126",,"sains-001"
"4361","dengan","dengan","0.00337",,"sains-001"
"4362","adanya","ada","0.00433",,"sains-001"
"4363","teknik","teknik","0.00345",,"sains-001"
"4364","hlrisplex","hlrisplex","0.00453","lemma_not_found","sains-001"
"4365","manusia","manusia","0.00382",,"sains-001"
"4366","masa","masa","0.01243",,"sains-001"
"4367","kini","kini","0.00217",,"sains-001"
"4368","punya","punya","0.00139",,"sains-001"
"4369","kesempatan","sempat","0.00195",,"sains-001"
"4370","untuk","untuk","0.00153",,"sains-001"
"4371","menguak","uak","0.00174",,"sains-001"
"4372","warna","warna","0.00128",,"sains-001"
"4373","rambut","rambut","0.00128",,"sains-001"
"4374","mata","mata","0.00140",,"sains-001"
"4375","leluhurnya","leluhur","0.00138",,"sains-001"
"4376","bukan","bukan","0.00141",,"sains-001"
"4377","tidak","tidak","0.00184",,"sains-001"
"4378","mungkin","mungkin","0.00195",,"sains-001"
"4379","homo","homo","0.00190",,"sains-001"
"4380","erectus","erectus","0.00255","lemma_not_found","sains-001"
"4381","leluhur","leluhur","0.00189",,"sains-001"
"4382","manusia","manusia","0.00226",,"sains-001"
"4383","memiliki","milik","0.00377",,"sains-001"
"4384","warna","warna","0.01169",,"sains-001"
"4385","rambut","rambut","0.00121",,"sains-001"
"4386","seperti","seperti","0.00126",,"sains-001"
"4387","orang","orang","0.00126",,"sains-001"
"4388","indonesia","Indonesia","0.00194",,"sains-001"
"4389","panas","panas","0.00342",,"sains-002"
"4390","berpotensi","potensi","0.00883",,"sains-002"
"4391","munculkan","muncul","0.00388",,"sains-002"
"4392","badaibadan","badaibadan","0.00668","lemma_not_found","sains-002"
"4393","meteorologi","meteorologi","0.00355",,"sains-002"
"4394","klimatologi","klimatologi","0.00358",,"sains-002"
"4395","geofisika","geofisika","0.00333",,"sains-002"
"4396","minggu","Minggu","0.00297",,"sains-002"
"4397","menginformasikan","informasi","0.00822",,"sains-002"
"4398","suhu","suhu","0.00344",,"sains-002"
"4399","muka","muka","0.00312",,"sains-002"
"4400","laut","laut","0.00319",,"sains-002"
"4401","menghangat","hangat","0.00404",,"sains-002"
"4402","laut","laut","0.00318",,"sains-002"
"4403","arafura","arafura","0.00509","lemma_not_found","sains-002"
"4404","samudra","samudra","0.00330",,"sains-002"
"4405","pasifik","pasifik","0.00440","lemma_not_found","sains-002"
"4406","sebelah","sebelah","0.00336",,"sains-002"
"4407","timur","timur","0.00338",,"sains-002"
"4408","filipina","filipina","0.00440","lemma_not_found","sains-002"
"4409","ini","ini","0.01259",,"sains-002"
"4410","memicu","picu","0.00491",,"sains-002"
"4411","kembali","kembali","0.01307",,"sains-002"
"4412","siklon","siklon","0.01324",,"sains-002"
"4413","tropis","tropis","0.00125",,"sains-002"
"4414","yang","yang","0.00125",,"sains-002"
"4415","menimbulkan","timbul","0.00320",,"sains-002"
"4416","gangguan","ganggu","0.00400",,"sains-002"
"4417","cuaca","cuaca","0.00299",,"sains-002"
"4418","indonesia","Indonesia","0.00341",,"sains-002"
"4419","pumpunan","pumpun","0.00406",,"sains-002"
"4420","angin","angin","0.00368",,"sains-002"
"4421","terjadi","jadi","0.00433",,"sains-002"
"4422","memanjang","panjang","0.01408",,"sains-002"
"4423","dari","dari","0.00328",,"sains-002"
"4424","sumatera","sumatera","0.00320","lemma_not_found","sains-002"
"4425","bagian","bagi","0.00167",,"sains-002"
"4426","selatan","Selatan","0.00376",,"sains-002"
"4427","hingga","hingga","0.00362",,"sains-002"
"4428","laut","laut","0.00210",,"sains-002"
"4429","banda","banda","0.00219",,"sains-002"
"4430","menyebabkan","sebab","0.00478",,"sains-002"
"4431","peningkatan","tingkat","0.00340",,"sains-002"
"4432","aktivitas","aktivitas","0.00245",,"sains-002"
"4433","pertumbuhan","tumbuh","0.00340",,"sains-002"
"4434","awan","awan","0.00229",,"sains-002"
"4435","hujan","hujan","0.00219",,"sains-002"
"4436","pada","pada","0.00221",,"sains-002"
"4437","pekan","pekan","0.00220",,"sains-002"
"4438","di","di","0.00185","lemma_not_found","sains-002"
"4439","wilayah","wilayah","0.00219",,"sains-002"
"4440","sumatera","sumatera","0.00308","lemma_not_found","sains-002"
"4441","bagian","bagi","0.00277",,"sains-002"
"4442","tengah","tengah","0.00231",,"sains-002"
"4443","selatan","Selatan","0.00357",,"sains-002"
"4444","wilayah","wilayah","0.01254",,"sains-002"
"4445","jawa","jawa","0.00423","lemma_not_found","sains-002"
"4446","serta","serta","0.00353",,"sains-002"
"4447","kalimantan","kalimantan","0.00679","lemma_not_found","sains-002"
"4448","bagian","bagi","0.00425",,"sains-002"
"4449","utara","utara","0.00319",,"sains-002"
"4450","barat","barat","0.00318",,"sains-002"
"4451","selatan","Selatan","0.01313",,"sains-002"
"4452","bali","bal","0.00501",,"sains-002"
"4453","nusa","nusa","0.01210","lemma_not_found","sains-002"
"4454","tenggara","tenggara","0.00125",,"sains-002"
"4455","sulawesi","sulawesi","0.00273","lemma_not_found","sains-002"
"4456","bagian","bagi","0.00156",,"sains-002"
"4457","selatan","Selatan","0.00310",,"sains-002"
"4458","tengah","tengah","0.00361",,"sains-002"
"4459","maluku","malu","0.00437",,"sains-002"
"4460","maluku","malu","0.00427",,"sains-002"
"4461","tenggara","tenggara","0.00347",,"sains-002"
"4462","serta","serta","0.00381",,"sains-002"
"4463","papua","papua","0.00289","lemma_not_found","sains-002"
"4464","juga","juga","0.00342",,"sains-002"
"4465","berpotensi","potensi","0.01017",,"sains-002"
"4466","mengalami","alam","0.00587",,"sains-002"
"4467","gangguan","ganggu","0.00441",,"sains-002"
"4468","cuaca","cuaca","0.00338",,"sains-002"
"4469","berupa","upa","0.00439",,"sains-002"
"4470","hujan","hujan","0.00372",,"sains-002"
"4471","lebat","lebat","0.00338",,"sains-002"
"4472","angin","angin","0.00340",,"sains-002"
"4473","kencang","kencang","0.00341",,"sains-002"
"4474","terpicunya","picu","0.00542",,"sains-002"
"4475","potensi","potensi","0.00351",,"sains-002"
"4476","badai","badai","0.00135",,"sains-002"
"4477","utara","utara","0.00366",,"sains-002"
"4478","khatulistiwa","khatulistiwa","0.00351",,"sains-002"
"4479","yakni","yakni","0.00322",,"sains-002"
"4480","perairan","air","0.00625",,"sains-002"
"4481","timur","timur","0.00352",,"sains-002"
"4482","filipina","filipina","0.00466","lemma_not_found","sains-002"
"4483","kini","kini","0.00352",,"sains-002"
"4484","dipengaruhi","pengaruh","0.01032",,"sains-002"
"4485","kuatnya","kuat","0.00444",,"sains-002"
"4486","angin","angin","0.00343",,"sains-002"
"4487","pasat","pasat","0.00363",,"sains-002"
"4488","dari","dari","0.00335",,"sains-002"
"4489","tenggara","tenggara","0.00345",,"sains-002"
"4490","atau","atau","0.00335",,"sains-002"
"4491","perairan","air","0.00631",,"sains-002"
"4492","pasifik","pasifik","0.00489","lemma_not_found","sains-002"
"4493","timur","timur","0.00359",,"sains-002"
"4494","australia","australia","0.01368","lemma_not_found","sains-002"
"4495","kata","kata","0.00309",,"sains-002"
"4496","zadrach","zadrach","0.00172","lemma_not_found","sains-002"
"4497","leudofij","leudofij","0.00210","lemma_not_found","sains-002"
"4498","dupe","dupe","0.00247","lemma_not_found","sains-002"
"4499","dari","dari","0.00197",,"sains-002"
"4500","departemen","departemen","0.00251",,"sains-002"
"4501","meteorologi","meteorologi","0.00217",,"sains-002"
"4502","institut","institut","0.00192",,"sains-002"
"4503","teknologi","teknologi","0.01306",,"sains-002"
"4504","bandung","bandung","0.01289",,"sains-002"
"4505","zadrach","zadrach","0.00421","lemma_not_found","sains-002"
"4506","mengatakan","atak","0.00744",,"sains-002"
"4507","kuatnya","kuat","0.00388",,"sains-002"
"4508","angin","angin","0.00349",,"sains-002"
"4509","pasat","pasat","0.00306",,"sains-002"
"4510","dari","dari","0.00320",,"sains-002"
"4511","tenggara","tenggara","0.00307",,"sains-002"
"4512","membawa","bawa","0.00420",,"sains-002"
"4513","suhu","suhu","0.00315",,"sains-002"
"4514","hangat","hangat","0.00311",,"sains-002"
"4515","saat","saat","0.00321",,"sains-002"
"4516","suhu","suhu","0.01296",,"sains-002"
"4517","perairan","air","0.01171",,"sains-002"
"4518","samudra","samudra","0.00126",,"sains-002"
"4519","pasifik","pasifik","0.00430","lemma_not_found","sains-002"
"4520","sebelah","sebelah","0.00327",,"sains-002"
"4521","timur","timur","0.00327",,"sains-002"
"4522","australia","australia","0.00460","lemma_not_found","sains-002"
"4523","meningkat","tingkat","0.00408",,"sains-002"
"4524","karena","karena","0.00303",,"sains-002"
"4525","pengaruh","pengaruh","0.00297",,"sains-002"
"4526","posisi","posisi","0.00321",,"sains-002"
"4527","matahari","matahari","0.00369",,"sains-002"
"4528","selatan","Selatan","0.00334",,"sains-002"
"4529","khatulistiwa","khatulistiwa","0.00306",,"sains-002"
"4530","dampaknya","dampak","0.00402",,"sains-002"
"4531","negara","negara","0.00351",,"sains-002"
"4532","bagian","bagi","0.00393",,"sains-002"
"4533","tasmania","tasmania","0.00557","lemma_not_found","sains-002"
"4534","australia","australia","0.01365","lemma_not_found","sains-002"
"4535","tercatat","catat","0.00404",,"sains-002"
"4536","rekor","rekor","0.01118",,"sains-002"
"4537","suhu","suhu","0.00133",,"sains-002"
"4538","tertinggi","tinggi","0.00154",,"sains-002"
"4539","mencapai","capai","0.00194",,"sains-002"
"4540","derajat","derajat","0.00243",,"sains-002"
"4541","celsius","Celsius","0.00227",,"sains-002"
"4542","sejak","sejak","0.00322",,"sains-002"
"4543","pencatatan","catat","0.00545",,"sains-002"
"4544","dilakukan","laku","0.00585",,"sains-002"
